carrera,legajo,plan,fecha_ingreso,calidad,localidad_nacimiento,colegio_secundario,titulo_secundario
210,3064,2000,01/04/00,E,TANDIL,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES
210,4246,2000,01/04/00,A,TANDIL,,
203,4166,1999,01/04/00,N,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
209,4166,1998,01/04/00,E,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,521,S95,01/04/00,A,,,
206,5425,S95,01/04/00,A,BENITO JUAREZ,INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS,TÉCNICO MECANICO
206,1776,S95,01/04/00,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
212,1776,2007,05/09/07,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
206,1412,S95,01/04/00,A,TANDIL,MONS. AMERICO ORZALI,MAESTRO MAYOR DE OBRA
204,1412,1995,18/12/02,A,TANDIL,MONS. AMERICO ORZALI,MAESTRO MAYOR DE OBRA
206,207,S95,01/04/00,A,DOLORES,,
210,2058,2000,01/04/00,N,ADELIA MARIA,,
210,3780,2000,01/04/00,E,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER
206,3780,S95,27/03/03,N,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER
203,3780,2009,01/03/04,A,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER
210,5426,2000,01/04/00,A,TANDIL,ALFONSINA STORNI,PERITO MERCANTIL
206,3909,S95,01/04/00,A,BALCARCE,GRAL. M. S. BELGRANO,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
201,2713,1999,01/04/00,N,NECOCHEA,,
205,2713,1995,01/04/00,N,NECOCHEA,,
206,2252,S95,01/04/00,E,NECOCHEA,COLEGIO SECUNDARIO JORGE LUIS BRGES,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
210,2750,2000,01/04/00,A,TANDIL,,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
204,2770,1995,01/04/00,N,TANDIL,COLEGIO NACIONAL TEODOSIO FRANCO GARCIA,BACHILLER CON ORIENTACION EN INFORMATICA
206,2770,S95,01/04/00,A,TANDIL,COLEGIO NACIONAL TEODOSIO FRANCO GARCIA,BACHILLER CON ORIENTACION EN INFORMATICA
206,4209,S95,01/04/00,E,BALCARCE,ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,6185,S95,01/04/00,A,TANDIL,EL TRANSITO DE NUESTRA SEÑORA,BACHILLER CONTABLE
207,6185,1997,01/03/04,A,TANDIL,EL TRANSITO DE NUESTRA SEÑORA,BACHILLER CONTABLE
212,6185,2007,18/02/10,A,TANDIL,EL TRANSITO DE NUESTRA SEÑORA,BACHILLER CONTABLE
206,3555,S95,01/04/00,N,AZUL,,
210,3555,2000,01/04/00,N,AZUL,,
206,5797,S95,01/04/00,A,Indeterminada,COLEGIO SEC ANA PEREZ CIANI,BACHILLER CON ORIENTACION DOCENTE
201,5797,2004,13/12/02,E,Indeterminada,COLEGIO SEC ANA PEREZ CIANI,BACHILLER CON ORIENTACION DOCENTE
206,4978,S95,01/04/00,A,SANTA ROSA,,
210,2271,2000,01/04/00,E,TANDIL,,
210,6152,2000,01/04/00,A,TANDIL,,
206,4330,S95,01/04/00,A,TANDIL,,
206,5381,S95,01/04/00,A,MAR DEL PLATA,SANTA MARIA,TÉCNICO ELECTRICISTA
212,5381,2007,05/09/07,A,MAR DEL PLATA,SANTA MARIA,TÉCNICO ELECTRICISTA
206,3072,S95,01/04/00,A,MAR DEL PLATA,ANTONIO DE LA TORRE,PERITO MERCANTIL
210,3943,2000,01/04/00,A,AZUL,,
206,576,S95,01/04/00,E,TANDIL,SANTO TOMAS DE AQUINO,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES
206,3377,S95,01/04/00,E,TANDIL,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
210,3381,2000,01/04/00,A,PEHUAJO,,
201,4533,1999,01/04/00,A,BOLIVAR,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER
206,6115,S95,01/04/00,A,TANDIL,,
206,6219,S95,01/04/00,N,MAR DEL PLATA,ALVARES CONDARCO,BACHILLER CON ORIENTACION EN COMPUTACION
206,299,S95,01/04/00,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,5156,S95,01/04/00,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,BACHILLER EN COMPUTACION
206,3323,S95,01/04/00,A,AYACUCHO,,
206,1046,S95,01/04/00,A,MIRAMAR,,
206,5926,S95,01/04/00,E,AYACUCHO,INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS,TÉCNICO EN ADMINISTRACION DE EMPRESAS
204,4653,1995,01/04/00,N,,,
209,4653,1998,01/04/00,N,,,
201,691,1999,01/04/00,N,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO ELECTRONICO C/ESP. EN COMUNICACIONES
206,691,S95,01/04/00,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO ELECTRONICO C/ESP. EN COMUNICACIONES
206,5944,S95,01/04/00,A,TANDIL,,
206,4270,S95,01/04/00,A,MAR DEL PLATA,,
201,5822,1999,01/04/00,E,BALCARCE,GRAL. M. S. BELGRANO,BACHILLER CON ORIENTACION EN CIENCIAS EXACTAS
205,5822,1995,01/04/00,A,BALCARCE,GRAL. M. S. BELGRANO,BACHILLER CON ORIENTACION EN CIENCIAS EXACTAS
206,6076,S95,01/04/00,E,,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER MERCANTIL
210,6013,2000,01/04/00,A,TANDIL,,
206,103,S95,01/04/00,E,,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,1417,S95,01/04/00,P,BALCARCE,ESCUELA TECNICA Nº 1 LUCAS KRAGLIEVICH,TECNICO EN ELECTRONICA
213,1417,2014,01/04/15,A,BALCARCE,ESCUELA TECNICA Nº 1 LUCAS KRAGLIEVICH,TECNICO EN ELECTRONICA
210,5035,2000,01/04/00,A,TANDIL,,
206,1794,S95,01/04/00,A,OLAVARRIA,,
201,5594,1999,01/04/00,E,TANDIL,ESCUELA DE COMERCIO GENERAL SAN MARTIN,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
205,5594,1995,01/04/00,A,TANDIL,ESCUELA DE COMERCIO GENERAL SAN MARTIN,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,2067,S95,01/04/00,A,FELIPE SOLA,MONS. AMERICO ORZALI,BACHILLER
206,1535,S95,01/04/00,A,MAR DEL PLATA,SAN PABLO,PERITO MERCANTIL
206,6155,S95,01/04/00,A,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,PERITO MERCANTIL
201,6155,2004,26/02/10,A,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,PERITO MERCANTIL
205,6155,2004,26/02/10,A,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,PERITO MERCANTIL
206,963,S95,01/04/00,A,MAR DEL PLATA,AGROINDUSTRIAL VIDELA CUELLO,PERITO MERCANTIL C/ESP. CONTABLE IMPOSITIVA Y COMPUTACION
206,1888,2011,01/04/15,A,TANDIL,COLEGIO SAN IGNACIO,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,827,S95,01/04/00,P,BAHIA BLANCA,,
206,2496,S95,01/04/00,A,MAR DEL PLATA,,BACHILLER
206,3069,S95,01/04/00,N,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
209,3069,1998,12/02/07,N,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,4203,S95,01/04/00,A,MAR DEL PLATA,,BACHILLER CON ORIENTACION DOCENTE
206,533,S95,01/04/00,N,MAR DEL PLATA,,
210,533,2000,01/04/00,N,MAR DEL PLATA,,
210,5286,2000,01/04/00,A,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER
206,1083,S95,01/04/00,A,TANDIL,,
206,2215,S95,01/04/00,A,NECOCHEA,ANGEL DOMINGO ROJAS,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
210,2831,2000,01/04/00,A,TANDIL,,
206,4820,S95,01/04/00,A,TANDIL,PBRO. FRANCISCO PEREZ HERNANDEZ,BACHILLER CON ORIENTACION CONTABLE
210,2687,2000,01/04/00,A,MAR DEL PLATA,,
206,4601,S95,01/04/00,A,CAÑADA DE GOMEZ,,
209,4414,1998,01/04/00,P,TANDIL,,
206,5276,S95,01/04/00,E,MAR DEL PLATA,ESC.B.RIVADAVIA,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
203,910,1999,01/04/00,N,ADOLFO GONZALES CHAVES,ESCUELA TECNICA OBRERO ARGENTINO,BACHILLER
209,910,1998,01/04/00,A,ADOLFO GONZALES CHAVES,ESCUELA TECNICA OBRERO ARGENTINO,BACHILLER
210,356,2000,01/04/00,A,AZUL,,
210,4683,2000,01/04/00,A,TANDIL,,
206,5131,S95,01/04/00,A,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,PERITO MERCANTIL
206,2469,S95,01/04/00,A,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO ELECTROMECANICO
206,3501,S95,01/04/00,E,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,TÉCNICO EN COMPUTACION
206,3447,S95,01/04/00,A,BALCARCE,,
205,5341,1995,01/04/00,N,OLAVARRIA,,
211,2595,2004,26/04/04,A,OLAVARRIA,,
210,5179,2000,01/04/00,A,LANUS,,
210,1002,2000,01/04/00,A,MAR DEL PLATA,,
206,1098,S95,01/04/00,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
209,3204,1998,01/04/00,A,TANDIL,,
206,3908,S95,01/04/00,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
206,5931,S95,01/04/00,N,MIRAMAR,,
206,5573,S95,01/04/00,E,TANDIL,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CON ORIENTACION CONTABLE
206,2185,S95,01/04/00,E,,PROFESOR JAVIER FROILAN FERRERO,BACHILLER
208,2185,1997,22/03/10,A,,PROFESOR JAVIER FROILAN FERRERO,BACHILLER
206,5681,S95,01/04/00,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO ELECTROMECANICO
206,4095,S95,01/04/00,A,MAR DEL PLATA,,
206,2437,S95,01/04/00,A,CARLOS CASARES,COLEGIO EL NIÑO JESUS(SANTA FE),BACHILLER MERCANTIL
206,337,S95,01/04/00,A,MAR DEL PLATA,ALVARES CONDARCO,
206,1154,S95,01/04/00,E,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER
206,6100,S95,01/04/00,E,OLAVARRIA,VICTORINA L. DE NAVARRO,BACHILLER MERCANTIL
206,5040,S95,01/04/00,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
210,3769,2000,01/04/00,A,PICO TRUNCADO,,
206,693,S95,01/04/00,A,MAR DEL PLATA,,
206,858,S95,01/04/00,A,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER COMERCIAL
206,5374,S95,01/04/00,A,MAR DEL PLATA,PROVINCIAL DE RIVADAVIA,BACHILLER
209,6522,1998,01/04/00,E,,FRAY JUSTO SANTA MARIA DE ORO,PERITO MERCANTIL C/ESP. CONTABLE E IMPOSITIVA
206,5239,S95,01/04/00,A,MERCEDES,INSTITUTO MADRE CAMILA ROLON,BACHILLER EN CIENCIAS SOCIALES
206,39,S95,01/04/00,E,,,BACHILLER CON ORIENTACION EN COMPUTACION
210,4183,2000,01/04/00,A,MAIPU,,
206,3302,S95,01/04/00,A,SAN ISIDRO,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
206,5628,S95,01/04/00,E,MAR DEL PLATA,ALMA FUERTE,PERITO MERCANTIL C/ESP. EN COMPUTACION
206,5902,S95,01/04/00,E,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
205,2625,1995,01/04/00,N,,,
201,2625,1999,29/03/00,N,,,
206,4725,S95,01/04/00,A,AZUL,E.P.E.T. Nº1 ING. ROGELIO BOERO,
210,766,2000,01/04/00,A,RAUCH,,
206,2187,S95,01/04/00,A,AYACUCHO,INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS,TÉCNICO EN ADMINISTRACION DE EMPRESAS
206,3545,S95,01/04/00,A,OLAVARRIA,VICTORINA L. DE NAVARRO,BACHILLER CON ORIENTACION COMERCIAL
212,3545,2007,05/09/07,A,OLAVARRIA,VICTORINA L. DE NAVARRO,BACHILLER CON ORIENTACION COMERCIAL
201,1781,1999,01/04/00,E,NECOCHEA,JUAN FACUNDO QUIROGA,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
205,1781,1995,01/04/00,A,NECOCHEA,JUAN FACUNDO QUIROGA,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
211,3025,2004,06/02/04,A,NECOCHEA,JUAN FACUNDO QUIROGA,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
206,69,S95,01/04/00,A,TANDIL,,
206,1945,S95,01/04/00,A,ROSARIO,TORIBIO DE LUZURIAGA,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,5942,S95,01/04/00,E,MAR DEL PLATA,AGROINDUSTRIAL VIDELA CUELLO,PERITO MERCANTIL
206,2202,S95,01/04/00,E,LAPRIDA,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,5361,S95,01/04/00,A,Lima,,BACHILLER
206,1887,S95,01/04/00,A,,,
206,3454,S95,01/04/00,A,NECOCHEA,AGROTECNICA LOS PIONEROS,BACHILLER
210,5804,2000,01/04/00,A,TANDIL,,
206,4759,S95,01/04/00,A,BOLIVAR,ESCUELA AGROTECNICA EJERCITO ARGENTINO,
206,3585,S95,01/04/00,A,BOLIVAR,,
206,2116,S95,01/04/00,E,SANTA ROSA,EMERSON HIGH SHCOOL,BACHILLER CON ORIENTACION EN ESTADISTICA
206,2199,S95,01/04/00,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,3220,S95,01/04/00,E,SAN JUAN,,BACHILLER CON ESPECIALIZACION EN CIENCIAS FISICO-MATEMATICAS
206,6267,S95,01/04/00,A,VILLA CACIQUE,,
210,278,2000,01/04/00,A,TANDIL,,
206,507,S95,01/04/00,A,TANDIL,,
206,3102,S95,01/04/00,E,MAR DEL PLATA,ARTURO ALESSANDRI PALMA,TÉCNICO EN ADMINISTRACION DE EMPRESAS
210,6441,2000,01/04/00,E,COMODORO RIVADAVIA,ANGEL DOMINGO ROJAS,TÉCNICO MECANICO
206,3113,S95,01/04/00,N,COMODORO RIVADAVIA,,
210,3113,2000,01/04/00,N,COMODORO RIVADAVIA,,
210,2425,2000,01/04/00,A,TANDIL,COLEGIO SEC.AUGUSTO PULENTA,TÉCNICO ELECTROMECANICO
210,1413,2000,01/04/00,E,TANDIL,ALFONSINA STORNI,BACHILLER
206,2180,S95,01/04/00,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
210,986,2000,01/04/00,A,TANDIL,,
201,2376,1999,01/04/00,A,MAR DEL PLATA,,
206,5282,S95,01/04/00,A,TRES ARROYOS,,
210,4699,2000,01/04/00,N,TANDIL,,
206,4396,S95,01/04/00,A,SAN MARTIN,SAN PABLO,BACHILLER CON ORIENTACION SOCIAL
212,4396,2007,05/09/07,A,SAN MARTIN,SAN PABLO,BACHILLER CON ORIENTACION SOCIAL
206,2020,S95,01/04/00,E,SANTA ROSA,,BACHILLER CON ORIENTACION EN ADMINISTRACION BANCARIA
206,3233,S95,01/04/00,A,MAR DEL PLATA,AGROTECNICA CORNELIO SAAVEDRA,MAESTRO MAYOR DE OBRA
206,2887,S95,01/04/00,A,AYACUCHO,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
210,3261,2000,01/04/00,A,BOLIVAR,,
204,2582,1995,01/04/00,A,,MONS. AMERICO ORZALI,BACHILLER CON ORIENTACION EN COMPUTACION
206,2582,S95,01/04/00,A,,MONS. AMERICO ORZALI,BACHILLER CON ORIENTACION EN COMPUTACION
206,932,S95,01/04/00,A,TRES ARROYOS,ESCUELA DE COMERCIO NICOLAS ECHEZARRETA,Bachiller con Orientación en Ciencias de
206,5280,S95,01/04/00,A,TANDIL, 9 DE JULIO CORDOBA 3271,BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES
206,2641,S95,01/04/00,A,MAR DEL PLATA,ANTONIO CUARANTA,BACHILLER
206,6394,S95,01/04/00,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO ELECTROMECANICO
209,6036,1998,01/04/00,A,TANDIL,,
206,22,S95,01/04/00,A,BENITO JUAREZ,,
206,789,S95,01/04/00,E,OLAVARRIA,ESCUELA JUAN PABLO ECHAGUE,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
212,789,2007,05/09/07,A,OLAVARRIA,ESCUELA JUAN PABLO ECHAGUE,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
209,2973,1998,01/04/00,A,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER
206,2539,S95,01/04/00,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO MECANICO RURAL
206,4015,S95,01/04/00,A,JUNIN,SAN JOSE,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
207,1483,1997,01/04/00,A,LAPRIDA,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
210,1483,2000,01/04/00,N,LAPRIDA,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,5704,S95,01/04/00,E,TANDIL,ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ,BACHILLER AUXILIAR EN PROGRAMACION
206,522,S95,01/04/00,A,MAR DEL PLATA,BACHILLERATO Y MAGISTERIO ESPECIALIZADO VICTORINA L. DE NAVARRO,BACHILLER CON ORIENTACION DOCENTE
206,1506,S95,01/04/00,E,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER
209,476,2006,01/04/00,N,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER MERCANTIL
206,6515,S95,01/04/00,E,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO ELECTROMECANICO
206,1569,S95,01/04/00,E,NECOCHEA,NUESTRA SRA. DE LOS DESAMPARADOS,TÉCNICO OPERADOR Y PROGRAMADOR DE COMPUTADORAS
206,3255,S95,01/04/00,N,TANDIL,COLEGIO SEC SAN FRANCISCO DE ASIS,BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES
206,5729,S95,01/04/00,E,,AGROINDUSTRIAL 25 DE MAYO,BACHILLER AUXILIAR EN INFORMATICA
206,6455,S95,01/04/00,N,AZUL,4 039 CRUZ DE PIEDRA,TÉCNICO EN COMPUTACION
210,1172,2000,01/04/00,A,TANDIL,,
206,4046,S95,01/04/00,N,TANDIL,,
210,4046,2000,01/04/00,N,TANDIL,,
206,2806,S95,01/04/00,N,GENERAL MADARIAGA,AGROTECNICA CORNELIO SAAVEDRA,BACHILLER TÉCNICO
206,5122,S95,01/04/00,A,Ciudad Autónoma de Buenos Aires,,
206,6367,S95,01/04/00,A,MAR DEL PLATA,,
204,952,1995,01/04/00,A,BOLIVAR,,
206,3960,S95,01/04/00,A,TANDIL,PBRO. FRANCISCO PEREZ HERNANDEZ,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,3030,S95,01/04/00,A,MAR DEL PLATA,SAN JOSE,BACHILLER CON ESPECIALIZACION EN ADM. Y ORG. DE EMPRESAS
206,229,S95,01/04/00,A,MAR DEL PLATA,,
203,3177,1999,01/04/00,N,MAR DEL PLATA,,
209,3177,1998,01/04/00,N,MAR DEL PLATA,,
201,2661,1999,01/04/00,A,BENITO JUAREZ,,
206,1366,S95,01/04/00,N,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER MERCANTIL
206,5596,S95,01/04/00,A,TANDIL,COLEGIO INMACULADA,TÉCNICO AGRONOMO
206,391,S95,01/04/00,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,107,S95,01/04/00,A,AYACUCHO,,BACHILLER AGROPECUARIO
206,5745,S95,01/04/00,E,9 DE JULIO,ANGEL CERVERA,TÉCNICO MECANICO
206,2456,S95,01/04/00,A,TANDIL,,
210,6357,2000,01/04/00,E,TANDIL,MONS. AMERICO ORZALI,TÉCNICO MECANICO ELECTRICISTA
206,2891,S95,01/04/00,A,MAR DEL PLATA,,
206,3513,S95,01/04/00,A,AYACUCHO,ESC.IND. DOMIGO F. SARMIENTO,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,1701,S95,01/04/00,A,AZUL,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
206,2519,S95,01/04/00,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
212,2519,2007,05/09/07,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
206,1717,S95,01/04/00,A,TANDIL,ESCUELA,BACHILLER CON ORIENTACION CONTABLE
212,1717,2007,05/09/07,A,TANDIL,ESCUELA,BACHILLER CON ORIENTACION CONTABLE
206,2238,S95,01/04/00,A,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER COMUN
206,3038,S95,01/04/00,A,AZUL,,BACHILLER CON ORIENTACION CONTABLE
206,5830,S95,01/04/00,E,MAR DEL PLATA,,BACHILLER
206,5204,S95,01/04/00,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,BACHILLER CON ORIENTACION EN COMPUTACION
206,6104,S95,01/04/00,E,AZUL,E.P.E.T. Nº1 ING. ROGELIO BOERO,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
206,4320,S95,01/04/00,A,SANTA ROSA,ALLEN PUBLIR SCUHOOLS,TÉCNICO ELECTROMECANICO
206,2969,S95,01/04/00,A,ADOLFO GONZALES CHAVES,,
206,2356,S95,01/04/00,A,TRES ARROYOS,AGROTECNICA GONZALO A. DOBLAS,BACHILLER C/ESPECIALIZACION EN INFORMATICA
201,2591,2004,01/04/00,E,AYACUCHO,ESC.IND. DOMIGO F. SARMIENTO,BACHILLER
206,2591,S95,01/04/00,N,AYACUCHO,ESC.IND. DOMIGO F. SARMIENTO,BACHILLER
211,2591,2004,14/03/08,A,AYACUCHO,ESC.IND. DOMIGO F. SARMIENTO,BACHILLER
206,2585,S95,01/04/00,E,MAR DEL PLATA,ARTURO ALESSANDRI PALMA,TÉCNICO EN ADMINISTRACION DE EMPRESAS
206,3254,S95,01/04/00,N,MAR DEL PLATA,,
201,435,1999,01/04/00,A,CHILLAR,ESCUELA DE COMERCIO GENERAL SAN MARTIN,BACHILLER CONTABLE
205,435,1995,01/04/00,A,CHILLAR,ESCUELA DE COMERCIO GENERAL SAN MARTIN,BACHILLER CONTABLE
211,435,2004,14/03/08,A,CHILLAR,ESCUELA DE COMERCIO GENERAL SAN MARTIN,BACHILLER CONTABLE
206,947,S95,01/04/00,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,2162,S95,01/04/00,A,MAR DEL PLATA,,
206,1450,S95,01/04/00,N,MAR DEL PLATA,,
206,1123,S95,01/04/00,A,Ciudad Autónoma de Buenos Aires,,
206,136,S95,01/04/00,A,AZUL,,
206,6519,S95,01/04/00,A,RAUCH,,
206,1766,S95,01/04/96,A,NECOCHEA,NUESTRA SRA. DE LOS DESAMPARADOS,TÉCNICO EN COMPUTACION
207,1766,1997,01/04/00,A,NECOCHEA,NUESTRA SRA. DE LOS DESAMPARADOS,TÉCNICO EN COMPUTACION
206,5455,S95,01/04/01,A,MAR DEL PLATA,,
206,1308,S95,01/04/01,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
206,5383,S95,01/04/01,N,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,5813,S95,01/04/01,A,MAR DEL PLATA,ESCUELA AGROTECNICA DE ZONDA,BACHILLER
206,124,S95,01/04/01,A,AVELLANEDA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
206,5415,S95,01/04/01,A,NECOCHEA,JUAN FACUNDO QUIROGA,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
204,4385,1995,01/04/01,A,OLAVARRIA,,
206,3871,S95,01/04/01,A,TANDIL,FRAY MAMERTO ESQUIU,BACHILLER
206,10,S95,01/04/01,N,RAUCH,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO ELECTROMECANICO
206,1740,S95,01/04/01,A,Ciudad Autónoma de Buenos Aires,AGUSTIN ALVAREZ,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES
201,4042,2004,01/04/01,A,,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
205,4042,1995,01/04/01,E,,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
206,2318,S95,01/04/01,N,MAR DEL PLATA,,
201,6105,1999,01/04/01,N,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
